"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.time","Input.image_url","Input.image_url2","Answer.author","Answer.bitly","Answer.quote","Answer.title","Approve","Reject"
"2GOR70G5R98ITMEP8MNS3TNYD6FBRL","2QS6KW4ZMAZM2U2F95ROYNVRH21H8W","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 18:44:40 GMT 2014","1","BatchId:1437505;","240","172800","Sat Mar 08 18:44:40 GMT 2014","","","2IQ1THV8ER93TWYEC1QSX5KFM1MP2F","A3MRHNSA1YP7R0","Approved","Sat Mar 01 18:56:56 GMT 2014","Sat Mar 01 18:58:17 GMT 2014","Mon Mar 03 10:58:17 PST 2014","Sat Mar 01 12:16:43 PST 2014","","","81","100% (30/30)","100% (30/30)","0% (0/0)","8:10","https://www.diigo.com/item/p/qqpcbpqzcabepcacczbdaaaspc","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Fodor's -","http://bit.ly/1d7o63n","at 8:10 AM (arriving at 1 PM) for € 14.60 in second-class. Trains often connect with Trikala, the major transportation hub of Thessaly; the ride is about 15 minutes and tickets are €1.50. Kalambaka is currently the last stop on this USE route","Fodor's Greece"
"27C8Y1THV8EWU1JNHZ9MASM5L5T0N0","2QS6KW4ZMAZM2U2F95ROYNVRH21H8W","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 18:44:40 GMT 2014","1","BatchId:1437505;","240","172800","Sat Mar 08 18:44:40 GMT 2014","","","25CCJ011K2794AKEKBX1JN46Z61CAX","AMEMFG7OIAS61","Approved","Sat Mar 01 20:18:12 GMT 2014","Sat Mar 01 20:19:32 GMT 2014","Mon Mar 03 12:19:32 PST 2014","Sun Mar 02 07:17:49 PST 2014","","","80","100% (247/247)","100% (247/247)","100% (50/50)","8:11","https://www.diigo.com/item/p/qqpcbpqzcabepcacczbdaaaspc","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Arianne Cohen","http://bit.ly/1huEnRt","8:11 am: She doesn't think I am taking the decorating process seriously. 12:00 pm: Reading in the loo, ljust realised that yesterday's bottom was callipygian.","The Sex Diaries"
"27C8Y1THV8EWU1JNHZ9MASM5L5T0N0","2QS6KW4ZMAZM2U2F95ROYNVRH21H8W","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 18:44:40 GMT 2014","1","BatchId:1437505;","240","172800","Sat Mar 08 18:44:40 GMT 2014","","","2VQ58B727M0N1IVB7GXYQSVF942BWY","A7SJJTVRXJTV","Rejected","Sat Mar 01 18:50:05 GMT 2014","Sat Mar 01 18:52:44 GMT 2014","Mon Mar 03 10:52:44 PST 2014","","Sat Mar 01 12:11:56 PST 2014","bitly link missing","159","67% (2/3)","67% (2/3)","0% (0/0)","8:11","https://www.diigo.com/item/p/qqpcbpqzcabepcacczbdaaaspc","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Arianne Cohen","http://books.google.co.in/books?id=Ku1NuTcOtJQC&pg=PA99&dq=%22%278:11+AM%22%22+inpublisher:Random+inpublisher:House&hl=en&sa=X&ei=CiwSU_DaEcjprAell4HIAg&redir_esc=y#v=onepage&q=""'8:11 AM"""" inpublisher:Random inpublisher:House&f=false","8:11 am: She doesn't think I am taking the decoratingprocess seriously. 12:00 pm: Reading in the 100, I just realised that yesterday's bottom was t'allipygian","The sex Diaries Project"
"2CEAVKI62NJVN4IWTO0QS6BKM26SK9","2QS6KW4ZMAZM2U2F95ROYNVRH21H8W","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 18:44:40 GMT 2014","1","BatchId:1437505;","240","172800","Sat Mar 08 18:44:40 GMT 2014","","","2QISCM6IAA2XZL5OOFRO1KKA9R2KKV","A1CWDSIO5YOANA","Approved","Sat Mar 01 19:08:20 GMT 2014","Sat Mar 01 19:09:26 GMT 2014","Mon Mar 03 11:09:26 PST 2014","Sat Mar 01 12:16:43 PST 2014","","","66","98% (41/42)","98% (41/42)","0% (0/0)","8:12","https://www.diigo.com/item/p/qqpcbpqzcabepcacczbdaaaspc","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Dave Barry","http://bit.ly/1gJlhEJ","8:06 a.m. — Feed child quick breakfast consisting of cereal advertised on Saturday-morning television cartoon shows, such as Sug-a-Rama with Lumps o' Honey (""The Cereal That Makes Your Attention Span Even Shorter""). 8:12 a.m. — Rush ...","The World According to Dave Barry"
"2NAVQ8H88MQZROGI5A3ICRXX50U8RJ","2QS6KW4ZMAZM2U2F95ROYNVRH21H8W","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 18:44:40 GMT 2014","1","BatchId:1437505;","240","172800","Sat Mar 08 18:44:40 GMT 2014","","","29UMIKMN9U8UU1E2NBNXT3SU3R6SB0","A1UN6Z74XH149G","Approved","Sat Mar 01 19:05:16 GMT 2014","Sat Mar 01 19:06:03 GMT 2014","Mon Mar 03 11:06:03 PST 2014","Sat Mar 01 12:16:42 PST 2014","","","47","100% (35/35)","100% (35/35)","0% (0/0)","8:13","https://www.diigo.com/item/p/qqpcbpqzcabepcacczbdaaaspc","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Bob Graham, Jeff Nussbaum","http://bit.ly/1kDhvPE","Before 7:59 a.m., Atta called Marwan al-Shehhi, who was aboard United Airlines flight 175. Both planes were sitting on the runway at Boston's Logan Airport. At 8: 13 a.m., the control tower had its last routine communication with flight 1 1.","Intelligence Matters: The CIA, the FBI, Saudi Arabia, and ..."
"2IANQQ7Q670AMTV6H6S24QC1YCSVBY","2QS6KW4ZMAZM2U2F95ROYNVRH21H8W","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 18:44:40 GMT 2014","1","BatchId:1437505;","240","172800","Sat Mar 08 18:44:40 GMT 2014","","","2TAA0RYNJ92S4NXUZQDJ4UHY1B049V","A9FNABJMD2N01","Approved","Sat Mar 01 18:59:39 GMT 2014","Sat Mar 01 19:00:29 GMT 2014","Mon Mar 03 11:00:29 PST 2014","Sat Mar 01 12:16:46 PST 2014","","","50","100% (18/18)","100% (18/18)","0% (0/0)","8:14","https://www.diigo.com/item/p/qqpcbpqzcabepcacczbdaaaspc","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Scott Sigler","http://bit.ly/1ciSPfL","DECEMBER 1: 8:14 A.M. CLAYTON STOPPE D TH E Nuge in front of Sven's barn. He let the vehicle idle and hopped out. A heat later, forty-five pounds of happy-ass black border collie shot out of the barn. Mookie jumped at Clayton, her front ...","Ancestor: A Novel"
"29E1VP9746OVMVYKKMH6I051RAP0KW","2QS6KW4ZMAZM2U2F95ROYNVRH21H8W","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 18:44:40 GMT 2014","1","BatchId:1437505;","240","172800","Sat Mar 08 18:44:40 GMT 2014","","","21U4SMEZZ2MN5PY3ONG9938T15H4LS","A1CWDSIO5YOANA","Approved","Sat Mar 01 19:03:49 GMT 2014","Sat Mar 01 19:04:28 GMT 2014","Mon Mar 03 11:04:28 PST 2014","Sat Mar 01 12:16:39 PST 2014","","","39","98% (41/42)","98% (41/42)","0% (0/0)","8:15","https://www.diigo.com/item/p/qqpcbpqzcabepcacczbdaaaspc","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Stanley J. Farlow, Gary Haggard","http://bit.ly/1dN4zCc","Note that Operating Room 3 is the first room that becomes empty (8:00 a.m.) and after cleanup is ready for Operation 6 at 8:15 a.m. The last operation, Operation 27, begins at 12:45 p.m. and is completed at 1 : 30 p.m. The reason for the early ...","Applied mathematics for management, life sciences, and social sciences"
"2Q2QW618N46ZIIN7YKOCPTNDTD5PNW","2QS6KW4ZMAZM2U2F95ROYNVRH21H8W","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 18:44:40 GMT 2014","1","BatchId:1437505;","240","172800","Sat Mar 08 18:44:40 GMT 2014","","","2PVQ0JG5TYMSXZ95YO693SSH2ALKGS","A9FNABJMD2N01","Approved","Sat Mar 01 19:06:10 GMT 2014","Sat Mar 01 19:07:01 GMT 2014","Mon Mar 03 11:07:01 PST 2014","Sat Mar 01 12:16:38 PST 2014","","","51","100% (18/18)","100% (18/18)","0% (0/0)","8:16","https://www.diigo.com/item/p/qqpcbpqzcabepcacczbdaaaspc","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Sandra Neil Wallace","http://bit.ly/1dN4Wg1","MONDAY, SEPTEMBER 4 8:16 A.M . THERE ' S NO SCHOOL BECAUSE OF Labor Day and no work for my pop either. He's sitting in the kitchen staring at the Frigidaire, and I don't remember him looking this sad in a while. He's getting ready ...","Muckers"
"2C4EC1PC6SKECMJZIE9ZPHMABFY0OF","2QS6KW4ZMAZM2U2F95ROYNVRH21H8W","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 18:44:40 GMT 2014","1","BatchId:1437505;","240","172800","Sat Mar 08 18:44:40 GMT 2014","","","25Y6RLPHIT3MGZLPEXX2YJQ26GMH9U","A1CWDSIO5YOANA","Approved","Sat Mar 01 18:57:29 GMT 2014","Sat Mar 01 18:58:23 GMT 2014","Mon Mar 03 10:58:23 PST 2014","Sat Mar 01 12:16:43 PST 2014","","","54","98% (41/42)","98% (41/42)","0% (0/0)","8:17","https://www.diigo.com/item/p/qqpcbpqzcabepcacczbdaaaspc","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Kelly Fero","http://bit.ly/1kkWR9T","After wrestling the spare tire into place, he drove home, climbed back into his pajamas, and promptly fell asleep. I he call came in to Austin police headquarters at 8: 17 a.m. Fifty-three-year-old Richard Furlong, a professor in the civil engineer ...","The Zani Murders"
"2162L92HECWFR0ESIR3FBCP5LN1HI3","2QS6KW4ZMAZM2U2F95ROYNVRH21H8W","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 18:44:40 GMT 2014","1","BatchId:1437505;","240","172800","Sat Mar 08 18:44:40 GMT 2014","","","26KBRI8IUB23FCJDB7KLM3L0KK3H53","AMEMFG7OIAS61","Approved","Sat Mar 01 18:54:46 GMT 2014","Sat Mar 01 18:56:10 GMT 2014","Mon Mar 03 10:56:10 PST 2014","Sat Mar 01 12:16:46 PST 2014","","","84","100% (247/247)","100% (247/247)","100% (50/50)","8:18","https://www.diigo.com/item/p/qqpcbpqzcabepcacczbdaaaspc","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Arianne Cohen","http://bit.ly/1eMbRFG","I ask if he's going to kiss me goodbye like he always does. He says he doesn't want to. Peck on cheek. He left. 8:18 am: I grab a towel (I'm not dressed) and.","The Sex Diaries"
"2N6Q1SNQQ7QBS3GVKZ3N212TR2D8S7","2QS6KW4ZMAZM2U2F95ROYNVRH21H8W","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 18:44:40 GMT 2014","1","BatchId:1437505;","240","172800","Sat Mar 08 18:44:40 GMT 2014","","","2B0N46UXFCD9Q0N8N24SYTKISCDUSJ","A3MRHNSA1YP7R0","Approved","Sat Mar 01 19:01:05 GMT 2014","Sat Mar 01 19:04:38 GMT 2014","Mon Mar 03 11:04:38 PST 2014","Sat Mar 01 12:16:42 PST 2014","","","213","100% (30/30)","100% (30/30)","0% (0/0)","8:19","https://www.diigo.com/item/p/qqpcbpqzcabepcacczbdaaaspc","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Arianne Cohen","http://bit.ly/1mSDvrp","I was touched. Why do I mention that now? I suppose the prospect of looking at my deteriorating bod as it reddens in the bath water. THURSDAY 8:19 am: Woke up, got out of bed, dragged a comb across my head... 9:00 am: W lost a job during","The Sex Diaries"
"2HXK0COK2JE67A0EEOCR76OZB2BSLC","2QS6KW4ZMAZM2U2F95ROYNVRH21H8W","Find time stamps in narrative books/novels using Advanced Google Book Search","Use Google Book Search to find 60 time stamps in novels and narrative nonfiction and report author, title, sentences, create a bitly link and image source URL","data collection, books, google search, time stamps","$0.20","Sat Mar 01 18:44:40 GMT 2014","1","BatchId:1437505;","240","172800","Sat Mar 08 18:44:40 GMT 2014","","","2EXUUKQOYGNNH4YM2370C07S0PUGYJ","A9FNABJMD2N01","Approved","Sat Mar 01 18:50:14 GMT 2014","Sat Mar 01 18:51:30 GMT 2014","Mon Mar 03 10:51:30 PST 2014","Sat Mar 01 12:16:45 PST 2014","","","76","100% (18/18)","100% (18/18)","0% (0/0)","8:20","https://www.diigo.com/item/p/qqpcbpqzcabepcacczbdaaaspc","https://www.diigo.com/item/p/qqpcbpqzcabepbasqzbdaaascc","Seymour M. Hersh","http://bit.ly/1hzuKAf","Rodman, his longtime assistant, and Dinitz, accompanied by General Mordecai Gur, the Israeli military attaché, metat 8:20 A.M . in the Map Room of the White House, where Kissinger wastold of the desperate situationof theIsraelimilitary and ...","The Samson Option: Israel's Nuclear Arsenal and American Foreign Policy"
